id,restaurant,tag,town,latitude,longitude,address,call,hour,menu,imageURL,thumURL,detail,recommend
90,이재모피자,#피자 #임실치즈 #스파게티,중구,35.102104,129.0306,중구 광복중앙로 31(신창동1가),051-245-1478,11:00a.m. ~ 21:30p.m.,"치즈크러스트피자, 이재모불고기피자, 오븐스파게티",https://www.visitbusan.net/uploadImgs/files/cntnts/20191218103511820_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191218103511820_thumbL,"30여년을 운영 중인 피자전문점으로 부산에서 피자가 대중화된 시기를 생각하면 상당한 전통을 자랑하는 유명한 곳이다. 국내산 임실치즈를 사용한 푸짐한 토핑의 피자가 특징이며, 변함없는 맛을 지키고 있다.",0
91,일광대복집,#복국 #지리 #코스요리,기장군,35.267014,129.23355,기장군 일광면 이화로3,051-721-1561,am 07:00 ~ pm 21:30,"복국, 코스",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144704147_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144704147_thumbL,"일광의 대표적인 복어요리 전문식당으로, 넓은 공간의 식당이지만, 항상 사람들이 가득차 있다. 1층은 복국전용으로, 2층은 복어 코스요리전용으로 운영하고 있다. 다양한 반찬이 함께 나온다.",0
92,일광바다,#멸치쌈밥 #도다리쑥국 #생선회,기장군,35.260983,129.23349,부산 기장군 일광면 기장해안로 1312,051-724-7188,am 11:00 ~ pm 23:00,"멸치쌈밥, 도다리쑥국",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144841303_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144841303_thumbL,"일본과 제주도 부산 등의 여러 호텔에서 근무했던 베테랑 오너쉐프가 운영하고 있는 곳으 로, 생선회와 함께 한국식 해산물요리들을 즐길 수 있다. 한식메뉴인 멸치쌈밥과 도다리쑥 국이 인기 있다.",0
93,재성밀면,#밀면 #손만두 #칼국수,사하구,35.090137,128.99942,사하구 감천로 61,051-204-9925,am 10:00 ~ pm 21:00,"물밀면, 비빔밀면, 손만두, 칼국수",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913131507840_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913131507840_thumbL,"유명한 식당이 많은 밀면 업계의 신흥강자인 재성밀면의 직영점으로  본점과 차이가 없는 맛을 유지하고 있다. 매일 가게에서 직접 만드는 손만두가 무척 인기 있고, 밀가루를 제외한 모든 식재료는 국내산을 사용한다.",0
94,정림,#한정식 #정찬 #밥상,동래구,35.20304,129.08517,부산 동래구 충렬대로237번길 31-3,051-552-1211,pm 12:00 ~ pm 21:30,"정림정찬, 행복밥상",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819153512726_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819153512726_thumbL,"반찬으로 쓰이는 모든 장아찌는 산야초로 만든 효소로 3년 이상 숙성시켜 만들고, 토속적인 인테리어가 차려지는 음식과 무척 잘 어울린다. 이 곳은 약선요리를 전문으로 하는 한정식 식당으로, 섬세하게 담겨 나오는 음식들을 먹다보면 건강해지는 느낌이 든다.",0
95,정약방,#국수 #만두 #만둣국,기장군,35.253445,129.19466,부산 기장군 기장읍 반송로 1392,051-723-6767,pm 12:00 ~ pm 20:30,"물국수, 만두",https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091623290_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091623290_thumbL,직접 준비한 쌀과 직접 만든 면을 사용하는 식당으로 모든 음식은 주문과 동시에 즉석으로 만들어진다. 건강한 음식을 추구하는 이 곳은 국수와 만두가 인기 있는 메뉴이다.,0
96,정을 담은 식탁,#두루치기 #된장찌개 #낙지볶음,수영구,35.13867,129.1082,수영구 황령대로489번길 14,051-624-6213,am 11:00 ~ pm 20:30,"김치찌개, 된장찌개, 돼지불백, 옥돔구이정식",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141114535_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141114535_thumbL,"직장인들과 인근주민들에게 사랑받는 가정식식당으로 매일 아침 인근의 남천해변시장에서 준비해온 싱싱한 해물을 사용한 된장찌개가 인기메뉴. 두루치기, 낙지볶음을 주문하면 찌개와 생선구이가 함께 제공된다.",0
97,젠스시,#스시 #오마카세 #코스요리,해운대구,35.170826,129.1715,해운대구 대천로42번길28-5,051-746-7456,12:00p.m. ~ 22:00p.m.,"젠스시초밥, 스시 오마카세",https://www.visitbusan.net/uploadImgs/files/cntnts/20191219135236542_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219135236542_thumbL,"해운대의 유명 일식전문점으로, 명인 인증서를 받은 오너 쉐프가 운영하며, 주방 분위기가 엄격하고, 위생에 무척 신경을 쓰는 것으로도 유명하다. 열 가지의 초밥과 함께 미소시루, 달걀 찜, 튀김 등으로 구성 된 코스요리가 대표메뉴",0
98,참참부자,#참치 #참치회 #코스요리,연제구,35.185333,129.08035,부산 연제구 월드컵대로 145번길 23,051-851-1969,am 11:30 ~ pm 22:00,"일식코스, 참치코스",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105753999_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105753999_thumbL,"연산동 중심가골목에 위치한 일식코스전문점으로, 참치와 자연산회를 맛볼 수 있는 곳이다. 코스요리를 전문으로 하는 곳인 만큼 회는 물론이며, 음식 하나하나가 높은 수준이다.점심한정메뉴를 찾는 손님도 많은 곳",0
99,청죽,#일식집 #초밥 #코스요리,서구,35.11293,129.01305,부산 서구 망양로 23,051-247-8555,am 11:30 ~ pm 22:00,"점심코스, 저녁코스",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_thumbL,"입구까지 이어진 근사한 정원이 멋진 일식코스요리전문점으로, 이 지역에서는 상견례 등격조 있는 모임의 장소로 많이 이용하는 곳이다. 비교적 비싼 가격의 식당이지만, 맛과 서비스 모두 충분히 만족스러운 곳이라고 한다. 일본식코스요리가 대표메뉴.",0
100,초밥 잘하는 오빠,#초밥 #스시 #일식,강서구,35.082623,128.8777,부산 강서구 신호산단2로 69,051-832-5858,am 11:30 ~ pm 21:00,"1번 모듬(12개), 메로구이, 연어머리 구이",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818110707923_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818110707923_thumbL,"유명한 푸드트럭에서 시작해 매장이 된 곳으 로, 음식가격과 메뉴구성 등을 푸드트럭 때의 방식으로 저렴하게 먹을 수 있도록 운영하고 있으며, 모든 재료와 소스를 직접 만들어서 사용하고 있다.",0
101,초원복국,#복국 #복수육 #은복국,남구,35.137794,129.10591,남구 황령대로492번길 30,051-628-3935,09:00a.m. ~ 21:00p.m.,"은복국, 참복복국, 복튀김, 복코스요리",https://www.visitbusan.net/uploadImgs/files/cntnts/20191219160045041_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219160045041_thumbL,"무척 유명한 복어요리전문점인 이곳은 50년 경력의 일식요리사인 아버지와 부산 최초의 특수조리사 복어자격증 소지자인 아들이 2대째 경영하고 있는 곳으로, 언제나 많은 손님들로 북적이는 곳이다. 최상급의 복어요리를 만날 수 있는 곳이다.",0
102,최선장,#전복 #전복죽 #회,기장군,35.18449,129.2127,부산 기장군 기장읍 공수해안길 27-1,051-722-6622,am 10:00 ~ pm 20:00,"전복죽, 최선장(생선회,해산물)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819145032680_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819145032680_thumbL,"전복요리 전문점으로, 이 지역 사람들만 안다는 숨겨진 식당이다. 주인인 최선장의 배로 조업해온 신선한 재료들로 요리를 만든다. 전복죽과 직접 조업해온 생선회와 해산물로 구성된 최선장 이라는 메뉴가 인기있다.",0
103,칠백장식당,#기사식당 #불고기 #갈비탕,동래구,35.200047,129.06987,동래구 미남로 67,051-502-0700,am 10:00 ~ pm 22:00,"고추장불고기, 갈비탕, 닭영양탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104810596_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104810596_thumbL,이 지역의 유명한 기사식당으로 다양한 메뉴와 푸짐한 양을 자랑한다. 영화 ‘택시’의 촬영장으로도 유명해 연령층에 상관없이 많은 사람들이 찾고 있는 곳이기도 한 이 곳의 대표메뉴는 영화 속 그 메뉴인 고추장불고기이다,0
104,칸웨이 명지스타필드점,#레스토랑 #중식 #중화요리,강서구,35.093117,128.91812,강서구 명지국제6로 168 3층,051-990-0371,am 10:30 ~ pm 22:00,"요리코스1인, 점심특선코스, 돼지고기탕수육",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913093220902_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913093220902_thumbL,"‘스타필드 복합 쇼핑몰’ 내 식당으로 롯데호텔 중식당과 한식당의 책임자로 각종 국제행사를 책임지던 대표가 선보이는 고급 중식레스토랑이다. 어린이 시설이 많아 가족외식하기 좋으며, 중식코스 요리가 대표메뉴이다.",0
105,코모도테이블,#브런치 #콥샐러드 #샌드위치,동래구,35.19228,129.10095,부산 동래구 온천천로 431번길 12-15,010-7533-5478,am 10:30 ~ pm 22:00,"콥샐러드 , 그릴드아보카도샌드위치",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819153416941_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819153416941_thumbL,"주말의 여유를 즐기기 좋은 온천천카페거리의 브런치카페로 다양한 브런치메뉴들이 준비 되어 있다. 커다란 통새우와 계란, 아보카도, 올리브 등이 푸짐하게 담겨져 있는 콥샐러드가 인기메뉴로 분위기도 좋고 맛도 좋은 곳이다.",0
106,큰집 코다리찜,#코다리찜 #매콤 #황태탕,사하구,35.06026,128.9814,"사하구 다송로72번길 53, 2층",051-263-1112,am 11:00 ~ pm 21:00,"코다리찜 대/중/소, 황태탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133023365_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133023365_thumbL,"동해의 대포항에서 건조시킨 코다리를 사용하고 돌김을 해남에서 직접 공수하는 등 식재료에 많은 정성을 들이고 있으며, 함께 내는 반찬도 무척 깔끔하다. 매운 맛의 해물요리가 생각날 때 추천하고 싶은 곳이다.",0
107,탐복,#전복 #전복죽 #전복밥,기장군,35.282787,129.25757,부산 기장군 일광면 문오성길 31,051-727-4213,am 11:30 ~ pm 20:00,"탐복죽, 탐복밥",https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091520302_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091520302_thumbL,"가정집을 개조하여 만든 전복전문식당으로, 세심하게 플레이팅된 고급스러운 느낌의 전복 요리가 특징이다. 식사시간에는 긴 웨이팅 시간을 감수해야 하지만, 꼭 먹어볼 가치가 있다. 전복죽과 전복밥이 대표메뉴",0
108,팔미초밥,#초밥 #회 #코스요리,연제구,35.184906,129.0818,부산 연제구 월드컵대로 119번길 8,051-861-7679,am 11:30 ~ pm 22:00,"생선초밥, 코스요리",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_thumbL,"부산의 대표적인 일식전문점 중 한 곳으로, 상업지역인 이 지역에서도 손님을 대접하기 좋은 곳으로 유명한 식당이다. 30년 경력의 오너쉐프가 운영하고 있으며, 이 곳의 코스요리는 가격에 비해 높은 만족도를 자랑한다.",0
109,편의방,#만두 #탕수육 #새우볶음밥,서구,35.11915,129.01625,서구 대신공원로 13-5,051-256-2121,am 10:30 ~ pm 20:30,"찐만두, 군만두, 탕수육, 새우볶음밥",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134644126_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134644126_thumbL,"빨간 간판이 눈에 띄는 이 곳은 3대째 이어오는 중국만두전문점으로, 하루에 40인분 한정 에, 30분전에 미리 전화로 주문해야 한다는 삼선만두가 유명한 곳이다. 주문과 동시에 만드는 삼선만두는 각종야채와 새우가 가득 차 육즙이 흘러넘친다.",0
110,평산옥,#수육 #국수 #열무국수,동구,35.114292,129.0371,동구 초량중로 26,051-468-6255,am 10:00 ~ pm 21:00,"수육, 국수, 열무국수",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104329974_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104329974_thumbL,4대에 걸쳐 운영하고 있는 100년 전통의 돼지수육전문식당으로 돼지수육과 수육 삶은 육수에 말은 국수가 유명하다. 국내산 신선한 고기로 만드는 육수는 맑은 국물 색과 담백하지만 진한 맛을 낸다. 100년을 이어온 자부심에 어울리는 맛이다.,0
111,평안도족발,#족발 #냉채족발 #마늘족발,해운대구,35.161945,129.16637,부산 해운대구 달맞이길 14,051-741-6568,12:00p.m. ~ 24:00a.m.,"족발, 마늘족발",https://www.visitbusan.net/uploadImgs/files/cntnts/20191219141936064_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219141936064_thumbL,"30년 넘게 한자리에서 운영해온 전통 있는 족발전문점으로, 이 지역 사람들에게 오래 사랑 받아온 곳이다. 오래된 식당답게 족발 특유의 냄새가 없는 깔끔하고 균형 잡힌 족발의 맛이 특징이며, 냉채족발과 마늘족발 등의 메뉴도 인기 있다.",0
112,평창 막국수,#메밀막국수 #비빔막국수 #육수,북구,35.207775,129.00723,부산 북구 덕천로 21,051-336-0707,am 10:00 ~ pm 21:00,"메밀막국수, 메밀비빔막국수",https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091108331_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091108331_thumbL,"막국수를 메인으로 한 한식전문점으로, 면으로 만들기 힘든 메밀을 면으로 만드는 숨은 노하우를 가지고 있다. 막국수의 육수는 국내산 한우로 만들고 계절마다 다른 고명이 올려 진다. 여름음식인 막국수지만 따듯한 육수와 함께 먹을 수 있어 겨울에도 손님들이 많이 찾는 곳이다.",0
113,풍원장,#숯불 #돼지갈비 #양념,사상구,35.12299,128.96236,사상구 강변대로 420-7,051-323-9279,am 11:00 ~ pm 22:00,"양념돼지갈비, 고추장돼지갈비, 양갈비 스테이크, 안심스테이크",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114309019_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114309019_thumbL,"부산의 유명 요식업체인 풍원장의 돼지갈비전문점으로 특제소스와 숯불향이 식욕을 자극한다. 한정식처럼 푸짐하게 차려지는 것으로 유명한 이 곳은 베테랑 쉐프가 직접 준비한 한정메뉴 양갈비, 안심 스테이크도 인기가 있다.",0
114,한우랑,#한우 #꽃등심 #특수부위,남구,35.130306,129.0949,부산 남구 유엔로 171,051-621-0334,am 10:00 ~ pm 22:00,"한우 특수부위 (100g), 한우 꽃등심(100g)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818152932317_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818152932317_thumbL,"한우 숯불구이 전문점으로 모든 메뉴는 국내에서 생산된 질 좋은 재료만 사용해 만들어진다. 한우는 특히 굽는 솜씨에 따라 맛의 차이가 크게 나는데, 이 곳은 숙련된 점원이 고기를 구워준다.",0
115,한우숯불양곱창,#숯불 #곱창 #특양,해운대구,35.165897,129.17079,부산 해운대구 해운대해변로 385,051-741-8969,16:00p.m. ~ 22:00p.m.,"특양(200g), 전골",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819165333332_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819165333332_thumbL,"해운대 중동역 인근의 양곱창 전문점인 이 곳은 특히 소의 첫 번째 위인 특양 양념구이가 유명하다. 주문과 동시에 특제양념을 발라, 점원이 구워주는 이 곳의 특양 구이는 무척 부드 러우면서도 살짝 탄력 있는 식감이 특징이다.",0
116,할매가야밀면,#밀면 #비빔밀면 #만두,중구,35.098927,129.03125,부산 중구 광복로 56-14,051-246-3314,10:30a.m. ~ 21:30p.m.,"밀면, 비빔밀면",https://www.visitbusan.net/uploadImgs/files/cntnts/20191218003259322_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191218003259322_thumbL,"광복로패션거리의 골목에 위치한 밀면전문점으로, 식사시간에는 항상 긴줄이 늘어서 있는 유명한 식당이다. 간편하게 먹을 수 있는 밀면의 특성과 넓은 매장으로 인해 대기줄이 길지 만, 웨이팅 시간은 짧은 편. 항상 청결하게 관리되는 매장이 인상적이다.",0
117,할매국밥,#돼지국밥 #수육 #따로국밥,동구,35.141026,129.05615,동구 중앙대로533번길 4,051-646-6295,10:00a.m. ~ 20:00p.m.,"따로국밥, 수육백반",https://www.visitbusan.net/uploadImgs/files/cntnts/20191220114303891_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191220114303891_thumbL,"60년 전통의 돼지국밥전문점으로 식사시간에는 30분 이상을 기다려야 하는 유명한 식당이 다. 대부분의 돼지국밥들과는 다른 맑은 국물이 특징이며, 대충 썬 것 같은 돼지수육은 예상 외로 부드러운 맛이다. 돼지국물과 고기가 따로 나오는 수육백반이 특히 인기 있다.",0
118,함경면옥,#냉면 #함흥냉면 #회비빔면,북구,35.21178,129.00423,부산 북구 금곡대로 21,051-363-5000,am 11:00 ~ pm 21:20,"물냉면, 회비빔면",https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091029413_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091029413_thumbL,"22년의 전통을 가지고 있는 함흥냉면 전문점으로, 메뉴에 들어가는 모든 재료들을 직접 만든다. 고구마 전분 특유의 탄력과 쫄깃함을 가진 함흥식 냉면 사리가 특징이며, 진한 육수가 맛있는 물냉면과 숙성된 가오리 회가 올라가는 회비빔면이 인기메뉴이다.",0
119,함흥보쌈,#모듬보쌈 #함흥냉면 #평양냉면,영도구,35.08845,129.04108,영도구 남항로 42,051-416-2342,am 11:00 ~ pm 21:00,"모둠보쌈 소/중/대, 함흥냉면, 평양냉면",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152733413_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152733413_thumbL,냉면전문점으로 시작하여 50여년을 운영 중인 보쌈전문점으로 싱싱한 고기를 사용하고 부드러운 맛으로 유명하다. 오랜 전통을 자랑하는 냉면도 인기메뉴이며 어떤 메뉴를 주문하든 만족스러운 양이 제공된다.,0
120,해남식당,#김치찌개 #묵은지 #수육,남구,35.134193,129.11122,남구 분포로 145(용호동 W스퀘어),051-628-2015,am 11:30 ~ pm 22:00,"묵은지수육한판, 옛날김치찌개",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818153601185_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818153601185_thumbL,"김치요리전문식당인 이 곳은 배추산지로 유명한 해남의 배추를 사용 하여, 오랜 시간 숙성시킨 묵은지를 사용하는 것이 특징이며, 다양한 김치요리를 먹을 수 있다. 해남묵은지에 대한 높은 자부심을 가지고 있다.",0
121,해녀할매집,#전복죽 #해산물 #전복구이,기장군,35.218884,129.22684,부산 기장군 기장읍 연화2길 30-1,051-722-5300,am 09:00 ~ pm 20:00,"전복죽, 전복철판구이",https://www.visitbusan.net/uploadImgs/files/cntnts/20201123103426633_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20201123103426633_thumbL,해산물식당들이 모여 있는 기장 연화리해녀촌에서도 손꼽히는 해산물식당인 이 곳은 꾸준 하게 많은 사람들이 찾고 있는 곳으로 웨이팅은 기본이다. 전복죽과 전복철판구이가 이 곳의 인기메뉴.,0
122,호포갈비,#갈비 #한우 #소고기,중구,35.13401,129.06631,남구 우암로 359,051-639-9200,am 11:30 ~ pm 21:30,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913101952443_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913101952443_thumbL,"1층의 정육판매점에서 구입한 고기를 2층의 식당에서 구워먹는 방식의 식당으로, 깔끔한 인테리어와 수준 높은 청결상태를 자랑한다. 판매점에서는 질 좋은 육류를 취급하고 있으며, 다양한 부위의 한우를 직접 고를 수 있다.",0
123,홍익돈까스,#돈까스 #왕돈까스 #해물볶음우동,중구,35.099613,129.03027,부산 중구 광복로 45-8 1층,051-247-4503,am 11:30 ~ pm 21:00,"홍익왕돈까스, 해물볶음우동",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819165742887_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819165742887_thumbL,"유명한 돈까스전문점인 홍익돈까스의 분점으로, 매장이 무척 청결하게 관리되고 있으며, 당일만 사용되는 신선한 재료만 사용하는 이 곳은 돈까스와 해물볶음우동이 대표메뉴이다. 푸짐한 양으로도 유명하다.",0
124,흙시루,#오리탕 #단호박오리구이 #한정식,기장군,35.25688,129.21648,기장군 기장읍 차성로451번길 28,051-722-1377,12:00a.m. ~ 21:00p.m.,"흙시루정식, 단호박오리구이",https://www.visitbusan.net/uploadImgs/files/cntnts/20191219113804214_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219113804214_thumbL,"한국전통가옥과 주인이 수집한 것으로 알려진 골동품들, 그리고 작은 화원이 특색 있는이 곳은, 손님을 대접하기 좋은 곳으로 유명한 식당이다. 정말 많은 반찬들이 차려진 한정식이 대표메뉴.",0
